id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
618,TCKT-10618,High,In Progress,Network,Email not syncing,Issue details for ticket 618,2025-03-11,2025-03-28,tech23,2025-03-11 07:17:11
619,TCKT-10619,Medium,In Progress,Access,Account locked,Issue details for ticket 619,2025-10-04,2025-10-18,tech24,2025-10-04 07:17:11
620,TCKT-10620,Urgent,Resolved,Hardware,Password reset,Issue details for ticket 620,2025-04-11,2025-04-20,tech6,2025-04-11 07:17:11
621,TCKT-10621,Medium,Closed,Hardware,WiFi down,Issue details for ticket 621,2025-05-24,2025-06-07,tech18,2025-05-24 07:17:11
622,TCKT-10622,Urgent,Open,Network,VPN issue,Issue details for ticket 622,2025-10-01,2025-10-05,tech13,2025-10-01 07:17:11
623,TCKT-10623,Low,In Progress,Network,VPN issue,Issue details for ticket 623,2025-11-01,2025-11-08,tech29,2025-11-01 07:17:11
624,TCKT-10624,Urgent,Resolved,Access,VPN issue,Issue details for ticket 624,2025-04-05,2025-04-17,tech22,2025-04-05 07:17:11
625,TCKT-10625,Medium,Resolved,Network,Laptop not starting,Issue details for ticket 625,2025-06-24,,tech10,2025-06-24 07:17:11
626,TCKT-10626,High,Closed,Access,Account locked,Issue details for ticket 626,2025-05-24,2025-06-03,tech8,2025-05-24 07:17:11
627,TCKT-10627,Urgent,Resolved,Hardware,WiFi down,Issue details for ticket 627,2025-07-22,,tech19,2025-07-22 07:17:11
628,TCKT-10628,High,Open,Hardware,WiFi down,Issue details for ticket 628,2025-01-18,,tech11,2025-01-18 07:17:11
629,TCKT-10629,Medium,Resolved,Hardware,WiFi down,Issue details for ticket 629,2025-01-28,,tech8,2025-01-28 07:17:11
630,TCKT-10630,Low,Open,Security,WiFi down,Issue details for ticket 630,2025-09-23,2025-10-13,tech21,2025-09-23 07:17:11
631,TCKT-10631,High,Resolved,Hardware,WiFi down,Issue details for ticket 631,2025-04-09,2025-04-15,tech13,2025-04-09 07:17:11
632,TCKT-10632,High,Resolved,Security,Email not syncing,Issue details for ticket 632,2025-10-10,2025-10-26,tech28,2025-10-10 07:17:11
633,TCKT-10633,Low,Resolved,Access,WiFi down,Issue details for ticket 633,2024-12-10,2024-12-15,tech28,2024-12-10 07:17:11
634,TCKT-10634,Medium,Resolved,Network,Laptop not starting,Issue details for ticket 634,2025-10-29,,tech36,2025-10-29 07:17:11
635,TCKT-10635,Urgent,Resolved,Hardware,WiFi down,Issue details for ticket 635,2025-04-01,2025-04-13,tech31,2025-04-01 07:17:11
636,TCKT-10636,Urgent,Resolved,Security,Password reset,Issue details for ticket 636,2025-06-27,2025-06-28,tech8,2025-06-27 07:17:11
637,TCKT-10637,Urgent,Closed,Hardware,Email not syncing,Issue details for ticket 637,2025-11-27,,tech24,2025-11-27 07:17:11
638,TCKT-10638,Urgent,Resolved,Hardware,Password reset,Issue details for ticket 638,2025-07-13,2025-07-16,tech30,2025-07-13 07:17:11
639,TCKT-10639,High,Closed,Network,Email not syncing,Issue details for ticket 639,2025-06-19,2025-06-29,tech40,2025-06-19 07:17:11
640,TCKT-10640,Medium,Closed,Hardware,Account locked,Issue details for ticket 640,2025-11-26,2025-12-02,tech15,2025-11-26 07:17:11
641,TCKT-10641,Medium,Closed,Hardware,Account locked,Issue details for ticket 641,2025-11-23,2025-12-02,tech28,2025-11-23 07:17:11
642,TCKT-10642,Urgent,Resolved,Access,Laptop not starting,Issue details for ticket 642,2025-01-18,2025-01-28,tech24,2025-01-18 07:17:11
643,TCKT-10643,Medium,Closed,Software,System slow,Issue details for ticket 643,2025-07-18,2025-08-07,tech28,2025-07-18 07:17:11
644,TCKT-10644,Low,In Progress,Hardware,VPN issue,Issue details for ticket 644,2024-12-12,2024-12-19,tech12,2024-12-12 07:17:11
645,TCKT-10645,Urgent,Open,Software,WiFi down,Issue details for ticket 645,2025-09-13,2025-09-21,tech24,2025-09-13 07:17:11
646,TCKT-10646,Medium,Resolved,Security,Account locked,Issue details for ticket 646,2025-02-04,2025-02-10,tech19,2025-02-04 07:17:11
647,TCKT-10647,Low,Closed,Security,Email not syncing,Issue details for ticket 647,2025-06-04,2025-06-17,tech32,2025-06-04 07:17:11
648,TCKT-10648,Urgent,Open,Hardware,System slow,Issue details for ticket 648,2025-01-13,2025-01-30,tech37,2025-01-13 07:17:11
649,TCKT-10649,High,Open,Hardware,Application crash,Issue details for ticket 649,2025-07-19,,tech26,2025-07-19 07:17:11
650,TCKT-10650,High,In Progress,Access,VPN issue,Issue details for ticket 650,2025-10-28,2025-10-29,tech4,2025-10-28 07:17:11
651,TCKT-10651,Urgent,Closed,Access,Email not syncing,Issue details for ticket 651,2025-10-01,,tech9,2025-10-01 07:17:11
652,TCKT-10652,Urgent,In Progress,Access,Email not syncing,Issue details for ticket 652,2025-05-10,2025-05-21,tech20,2025-05-10 07:17:11
653,TCKT-10653,Urgent,Closed,Security,VPN issue,Issue details for ticket 653,2025-08-13,,tech19,2025-08-13 07:17:11
654,TCKT-10654,Urgent,In Progress,Hardware,Password reset,Issue details for ticket 654,2025-06-14,2025-06-27,tech19,2025-06-14 07:17:11
655,TCKT-10655,Medium,Open,Security,Application crash,Issue details for ticket 655,2025-05-11,,tech5,2025-05-11 07:17:11
656,TCKT-10656,Low,Closed,Hardware,Laptop not starting,Issue details for ticket 656,2025-01-08,2025-01-10,tech36,2025-01-08 07:17:11
657,TCKT-10657,High,Open,Security,Account locked,Issue details for ticket 657,2025-05-11,2025-05-25,tech19,2025-05-11 07:17:11
658,TCKT-10658,High,In Progress,Hardware,Application crash,Issue details for ticket 658,2025-11-20,2025-11-23,tech39,2025-11-20 07:17:11
659,TCKT-10659,Low,In Progress,Hardware,Account locked,Issue details for ticket 659,2025-06-20,,tech26,2025-06-20 07:17:11
660,TCKT-10660,Low,Open,Hardware,VPN issue,Issue details for ticket 660,2025-02-23,2025-03-03,tech15,2025-02-23 07:17:11
661,TCKT-10661,Medium,In Progress,Access,Laptop not starting,Issue details for ticket 661,2025-11-01,2025-11-10,tech9,2025-11-01 07:17:11
662,TCKT-10662,Low,In Progress,Access,Email not syncing,Issue details for ticket 662,2025-04-29,,tech28,2025-04-29 07:17:11
663,TCKT-10663,High,Closed,Security,VPN issue,Issue details for ticket 663,2025-04-02,,tech1,2025-04-02 07:17:11
664,TCKT-10664,Urgent,Closed,Hardware,Application crash,Issue details for ticket 664,2025-05-08,2025-05-13,tech39,2025-05-08 07:17:11
665,TCKT-10665,Medium,Closed,Software,WiFi down,Issue details for ticket 665,2025-03-10,2025-03-26,tech10,2025-03-10 07:17:11
666,TCKT-10666,Medium,Closed,Security,Password reset,Issue details for ticket 666,2025-07-01,2025-07-12,tech28,2025-07-01 07:17:11
667,TCKT-10667,Medium,Resolved,Software,Email not syncing,Issue details for ticket 667,2025-11-06,2025-11-17,tech4,2025-11-06 07:17:11
668,TCKT-10668,High,In Progress,Network,Password reset,Issue details for ticket 668,2025-07-28,2025-08-16,tech28,2025-07-28 07:17:11
669,TCKT-10669,Low,In Progress,Security,Password reset,Issue details for ticket 669,2025-08-17,2025-09-06,tech38,2025-08-17 07:17:11
670,TCKT-10670,Urgent,Open,Access,Password reset,Issue details for ticket 670,2024-12-28,2025-01-01,tech7,2024-12-28 07:17:11
671,TCKT-10671,High,Closed,Access,Account locked,Issue details for ticket 671,2025-04-24,2025-05-05,tech12,2025-04-24 07:17:11
672,TCKT-10672,Medium,Closed,Software,Account locked,Issue details for ticket 672,2025-04-25,2025-05-12,tech11,2025-04-25 07:17:11
673,TCKT-10673,Medium,Resolved,Access,VPN issue,Issue details for ticket 673,2025-11-01,,tech32,2025-11-01 07:17:11
674,TCKT-10674,Medium,Open,Security,Application crash,Issue details for ticket 674,2025-08-03,2025-08-12,tech34,2025-08-03 07:17:11
675,TCKT-10675,Low,Closed,Network,System slow,Issue details for ticket 675,2025-07-30,2025-08-09,tech40,2025-07-30 07:17:11
676,TCKT-10676,Medium,Closed,Security,System slow,Issue details for ticket 676,2025-05-14,,tech7,2025-05-14 07:17:11
677,TCKT-10677,Medium,Open,Access,VPN issue,Issue details for ticket 677,2025-09-28,2025-10-14,tech20,2025-09-28 07:17:11
678,TCKT-10678,High,Open,Security,Password reset,Issue details for ticket 678,2024-12-14,2024-12-28,tech24,2024-12-14 07:17:11
679,TCKT-10679,Low,Resolved,Access,Account locked,Issue details for ticket 679,2025-03-06,2025-03-09,tech34,2025-03-06 07:17:11
680,TCKT-10680,Low,In Progress,Software,Application crash,Issue details for ticket 680,2025-10-07,2025-10-15,tech38,2025-10-07 07:17:11
681,TCKT-10681,Urgent,Closed,Network,VPN issue,Issue details for ticket 681,2025-10-28,2025-11-09,tech22,2025-10-28 07:17:11
682,TCKT-10682,Low,Resolved,Network,WiFi down,Issue details for ticket 682,2025-03-03,,tech11,2025-03-03 07:17:11
683,TCKT-10683,High,Closed,Software,VPN issue,Issue details for ticket 683,2025-02-02,2025-02-04,tech22,2025-02-02 07:17:11
684,TCKT-10684,Medium,In Progress,Software,Password reset,Issue details for ticket 684,2025-08-01,2025-08-18,tech2,2025-08-01 07:17:11
685,TCKT-10685,Low,Open,Network,Account locked,Issue details for ticket 685,2025-01-09,2025-01-25,tech14,2025-01-09 07:17:11
686,TCKT-10686,Low,Resolved,Network,WiFi down,Issue details for ticket 686,2025-01-15,2025-01-27,tech37,2025-01-15 07:17:11
687,TCKT-10687,High,Closed,Security,Password reset,Issue details for ticket 687,2025-06-23,2025-07-11,tech11,2025-06-23 07:17:11
688,TCKT-10688,Medium,In Progress,Network,WiFi down,Issue details for ticket 688,2025-11-01,,tech39,2025-11-01 07:17:11
689,TCKT-10689,Urgent,Open,Security,Application crash,Issue details for ticket 689,2025-02-28,2025-03-16,tech38,2025-02-28 07:17:11
690,TCKT-10690,Low,Resolved,Hardware,WiFi down,Issue details for ticket 690,2025-03-16,2025-03-30,tech7,2025-03-16 07:17:11
691,TCKT-10691,High,Open,Hardware,Email not syncing,Issue details for ticket 691,2025-09-13,,tech29,2025-09-13 07:17:11
692,TCKT-10692,Medium,Resolved,Hardware,WiFi down,Issue details for ticket 692,2025-03-01,2025-03-10,tech7,2025-03-01 07:17:11
693,TCKT-10693,Low,Closed,Hardware,VPN issue,Issue details for ticket 693,2025-06-01,,tech13,2025-06-01 07:17:11
694,TCKT-10694,Urgent,Open,Access,Email not syncing,Issue details for ticket 694,2025-06-18,2025-06-23,tech28,2025-06-18 07:17:11
695,TCKT-10695,Urgent,Open,Network,VPN issue,Issue details for ticket 695,2025-02-24,2025-02-28,tech14,2025-02-24 07:17:11
696,TCKT-10696,Medium,Open,Software,WiFi down,Issue details for ticket 696,2025-07-01,2025-07-08,tech40,2025-07-01 07:17:11
697,TCKT-10697,Urgent,In Progress,Hardware,Email not syncing,Issue details for ticket 697,2025-04-09,2025-04-29,tech39,2025-04-09 07:17:11
698,TCKT-10698,Low,Resolved,Software,Account locked,Issue details for ticket 698,2025-05-07,,tech38,2025-05-07 07:17:11
699,TCKT-10699,Urgent,Open,Access,Application crash,Issue details for ticket 699,2025-11-21,,tech9,2025-11-21 07:17:11
700,TCKT-10700,Low,Open,Hardware,Email not syncing,Issue details for ticket 700,2025-05-03,,tech4,2025-05-03 07:17:11
701,TCKT-10701,Low,Resolved,Software,WiFi down,Issue details for ticket 701,2025-02-09,2025-02-23,tech13,2025-02-09 07:17:11
702,TCKT-10702,High,Closed,Software,Password reset,Issue details for ticket 702,2025-05-01,2025-05-18,tech4,2025-05-01 07:17:11
703,TCKT-10703,Medium,Resolved,Access,Password reset,Issue details for ticket 703,2025-05-24,2025-06-02,tech25,2025-05-24 07:17:11
704,TCKT-10704,High,Resolved,Hardware,Account locked,Issue details for ticket 704,2025-10-11,2025-10-24,tech26,2025-10-11 07:17:11
705,TCKT-10705,Medium,In Progress,Security,Laptop not starting,Issue details for ticket 705,2025-10-31,2025-11-14,tech14,2025-10-31 07:17:11
706,TCKT-10706,High,Resolved,Software,Laptop not starting,Issue details for ticket 706,2024-12-22,2025-01-03,tech16,2024-12-22 07:17:11
707,TCKT-10707,Urgent,Closed,Security,System slow,Issue details for ticket 707,2025-01-30,,tech3,2025-01-30 07:17:11
708,TCKT-10708,Medium,In Progress,Security,Password reset,Issue details for ticket 708,2025-10-02,,tech8,2025-10-02 07:17:11
709,TCKT-10709,Low,Resolved,Software,Account locked,Issue details for ticket 709,2025-02-03,2025-02-13,tech5,2025-02-03 07:17:11
710,TCKT-10710,Low,Resolved,Access,Password reset,Issue details for ticket 710,2025-05-25,2025-05-27,tech17,2025-05-25 07:17:11
711,TCKT-10711,Low,Closed,Network,Laptop not starting,Issue details for ticket 711,2025-01-16,2025-01-23,tech10,2025-01-16 07:17:11
712,TCKT-10712,Urgent,Open,Software,Email not syncing,Issue details for ticket 712,2025-06-16,2025-06-23,tech8,2025-06-16 07:17:11
713,TCKT-10713,Urgent,In Progress,Security,VPN issue,Issue details for ticket 713,2025-01-22,2025-02-05,tech12,2025-01-22 07:17:11
714,TCKT-10714,Urgent,Closed,Software,Email not syncing,Issue details for ticket 714,2025-02-23,2025-03-14,tech21,2025-02-23 07:17:11
715,TCKT-10715,High,Closed,Access,Application crash,Issue details for ticket 715,2025-08-18,,tech26,2025-08-18 07:17:11
716,TCKT-10716,Low,Resolved,Network,VPN issue,Issue details for ticket 716,2025-04-28,,tech17,2025-04-28 07:17:11
717,TCKT-10717,Medium,Closed,Security,WiFi down,Issue details for ticket 717,2025-10-01,2025-10-21,tech32,2025-10-01 07:17:11
718,TCKT-10718,High,Open,Software,Laptop not starting,Issue details for ticket 718,2025-04-11,2025-04-16,tech8,2025-04-11 07:17:11
719,TCKT-10719,Urgent,In Progress,Hardware,Application crash,Issue details for ticket 719,2025-01-15,,tech17,2025-01-15 07:17:11
720,TCKT-10720,Urgent,Open,Access,Laptop not starting,Issue details for ticket 720,2025-04-01,2025-04-08,tech35,2025-04-01 07:17:11
721,TCKT-10721,Low,Closed,Network,Laptop not starting,Issue details for ticket 721,2024-12-17,2025-01-04,tech1,2024-12-17 07:17:11
722,TCKT-10722,Low,Open,Network,Laptop not starting,Issue details for ticket 722,2025-08-30,2025-09-13,tech25,2025-08-30 07:17:11
723,TCKT-10723,Low,Resolved,Security,WiFi down,Issue details for ticket 723,2025-03-09,2025-03-19,tech1,2025-03-09 07:17:11
724,TCKT-10724,Medium,Open,Security,Laptop not starting,Issue details for ticket 724,2025-04-09,2025-04-15,tech27,2025-04-09 07:17:11
725,TCKT-10725,Medium,Resolved,Access,Password reset,Issue details for ticket 725,2025-05-24,,tech37,2025-05-24 07:17:11
726,TCKT-10726,Urgent,Resolved,Access,VPN issue,Issue details for ticket 726,2025-12-01,2025-12-16,tech22,2025-12-01 07:17:11
727,TCKT-10727,Low,Open,Network,Password reset,Issue details for ticket 727,2025-08-10,2025-08-29,tech6,2025-08-10 07:17:11
728,TCKT-10728,Urgent,In Progress,Network,Account locked,Issue details for ticket 728,2025-03-09,2025-03-28,tech26,2025-03-09 07:17:11
729,TCKT-10729,High,Resolved,Security,VPN issue,Issue details for ticket 729,2025-08-05,,tech13,2025-08-05 07:17:11
730,TCKT-10730,High,Open,Security,WiFi down,Issue details for ticket 730,2025-08-14,2025-08-25,tech24,2025-08-14 07:17:11
731,TCKT-10731,High,Resolved,Hardware,Application crash,Issue details for ticket 731,2025-06-30,,tech39,2025-06-30 07:17:11
732,TCKT-10732,High,Resolved,Network,System slow,Issue details for ticket 732,2025-07-13,2025-07-15,tech19,2025-07-13 07:17:11
733,TCKT-10733,Low,Resolved,Network,VPN issue,Issue details for ticket 733,2025-11-16,,tech20,2025-11-16 07:17:11
734,TCKT-10734,Low,In Progress,Software,Email not syncing,Issue details for ticket 734,2025-04-18,,tech10,2025-04-18 07:17:11
735,TCKT-10735,Urgent,Closed,Software,Application crash,Issue details for ticket 735,2025-10-10,,tech23,2025-10-10 07:17:11
736,TCKT-10736,High,Open,Network,Laptop not starting,Issue details for ticket 736,2025-08-09,2025-08-17,tech7,2025-08-09 07:17:11
737,TCKT-10737,Urgent,Resolved,Hardware,Password reset,Issue details for ticket 737,2024-12-25,2025-01-06,tech19,2024-12-25 07:17:11
738,TCKT-10738,Low,In Progress,Hardware,Password reset,Issue details for ticket 738,2025-08-02,2025-08-16,tech17,2025-08-02 07:17:11
739,TCKT-10739,Medium,Open,Security,Email not syncing,Issue details for ticket 739,2025-09-15,,tech34,2025-09-15 07:17:11
740,TCKT-10740,Low,Resolved,Network,VPN issue,Issue details for ticket 740,2025-03-20,2025-03-21,tech39,2025-03-20 07:17:11
741,TCKT-10741,High,In Progress,Access,VPN issue,Issue details for ticket 741,2025-07-28,2025-08-04,tech6,2025-07-28 07:17:11
742,TCKT-10742,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 742,2025-01-22,2025-01-30,tech16,2025-01-22 07:17:11
743,TCKT-10743,Medium,Resolved,Network,WiFi down,Issue details for ticket 743,2025-12-04,2025-12-10,tech33,2025-12-04 07:17:11
744,TCKT-10744,High,In Progress,Security,Password reset,Issue details for ticket 744,2025-01-12,2025-01-30,tech39,2025-01-12 07:17:11
745,TCKT-10745,Low,Closed,Network,Application crash,Issue details for ticket 745,2025-08-10,2025-08-28,tech4,2025-08-10 07:17:11
746,TCKT-10746,Urgent,Closed,Access,Password reset,Issue details for ticket 746,2025-02-04,2025-02-14,tech10,2025-02-04 07:17:11
747,TCKT-10747,Urgent,Open,Software,Password reset,Issue details for ticket 747,2025-06-08,2025-06-24,tech33,2025-06-08 07:17:11
748,TCKT-10748,Medium,Open,Access,Account locked,Issue details for ticket 748,2025-08-22,,tech40,2025-08-22 07:17:11
749,TCKT-10749,Medium,Resolved,Network,Password reset,Issue details for ticket 749,2025-10-02,2025-10-13,tech19,2025-10-02 07:17:11
750,TCKT-10750,Urgent,Open,Network,Account locked,Issue details for ticket 750,2025-09-19,2025-09-26,tech37,2025-09-19 07:17:11
751,TCKT-10751,Medium,Closed,Security,Laptop not starting,Issue details for ticket 751,2025-08-18,2025-08-31,tech3,2025-08-18 07:17:11
752,TCKT-10752,Urgent,Closed,Access,Email not syncing,Issue details for ticket 752,2025-11-03,,tech28,2025-11-03 07:17:11
753,TCKT-10753,Medium,Resolved,Security,Application crash,Issue details for ticket 753,2025-08-31,2025-09-15,tech27,2025-08-31 07:17:11
754,TCKT-10754,Medium,Open,Access,Application crash,Issue details for ticket 754,2025-12-01,2025-12-09,tech27,2025-12-01 07:17:11
755,TCKT-10755,Medium,Closed,Network,Password reset,Issue details for ticket 755,2025-03-13,2025-03-14,tech37,2025-03-13 07:17:11
756,TCKT-10756,Urgent,Resolved,Software,WiFi down,Issue details for ticket 756,2025-02-13,2025-02-21,tech31,2025-02-13 07:17:11
757,TCKT-10757,Urgent,In Progress,Software,Laptop not starting,Issue details for ticket 757,2025-01-18,2025-01-31,tech29,2025-01-18 07:17:11
758,TCKT-10758,Low,In Progress,Security,System slow,Issue details for ticket 758,2025-02-04,,tech35,2025-02-04 07:17:11
759,TCKT-10759,Urgent,Open,Security,Email not syncing,Issue details for ticket 759,2025-02-06,2025-02-17,tech30,2025-02-06 07:17:11
760,TCKT-10760,Urgent,Closed,Access,VPN issue,Issue details for ticket 760,2025-09-27,2025-10-03,tech27,2025-09-27 07:17:11
761,TCKT-10761,High,Closed,Hardware,Email not syncing,Issue details for ticket 761,2025-06-15,2025-06-18,tech15,2025-06-15 07:17:11
762,TCKT-10762,High,Closed,Software,Application crash,Issue details for ticket 762,2025-07-14,2025-07-19,tech32,2025-07-14 07:17:11
763,TCKT-10763,High,Closed,Hardware,Application crash,Issue details for ticket 763,2025-03-28,2025-04-16,tech24,2025-03-28 07:17:11
764,TCKT-10764,High,Resolved,Security,Password reset,Issue details for ticket 764,2024-12-28,2025-01-03,tech2,2024-12-28 07:17:11
765,TCKT-10765,High,Open,Hardware,System slow,Issue details for ticket 765,2025-01-05,2025-01-21,tech1,2025-01-05 07:17:11
766,TCKT-10766,Medium,Resolved,Software,VPN issue,Issue details for ticket 766,2025-03-02,,tech20,2025-03-02 07:17:11
767,TCKT-10767,High,Open,Hardware,WiFi down,Issue details for ticket 767,2025-10-29,2025-11-11,tech31,2025-10-29 07:17:11
768,TCKT-10768,High,In Progress,Network,WiFi down,Issue details for ticket 768,2025-05-27,2025-05-30,tech21,2025-05-27 07:17:11
769,TCKT-10769,Low,Resolved,Hardware,Account locked,Issue details for ticket 769,2025-04-22,2025-05-07,tech37,2025-04-22 07:17:11
770,TCKT-10770,High,In Progress,Network,Email not syncing,Issue details for ticket 770,2025-10-08,2025-10-25,tech40,2025-10-08 07:17:11
771,TCKT-10771,Medium,Open,Network,Laptop not starting,Issue details for ticket 771,2025-01-01,2025-01-15,tech32,2025-01-01 07:17:11
772,TCKT-10772,High,Open,Hardware,System slow,Issue details for ticket 772,2025-10-05,2025-10-15,tech18,2025-10-05 07:17:11
773,TCKT-10773,Medium,In Progress,Software,Email not syncing,Issue details for ticket 773,2025-12-06,2025-12-21,tech4,2025-12-06 07:17:11
774,TCKT-10774,Medium,Open,Software,Application crash,Issue details for ticket 774,2025-01-14,,tech40,2025-01-14 07:17:11
775,TCKT-10775,Medium,In Progress,Access,Laptop not starting,Issue details for ticket 775,2025-02-13,2025-02-16,tech8,2025-02-13 07:17:11
776,TCKT-10776,Urgent,Open,Software,System slow,Issue details for ticket 776,2025-01-28,2025-02-10,tech19,2025-01-28 07:17:11
777,TCKT-10777,Medium,In Progress,Network,Email not syncing,Issue details for ticket 777,2025-09-21,2025-10-06,tech5,2025-09-21 07:17:11
778,TCKT-10778,Low,Closed,Security,VPN issue,Issue details for ticket 778,2024-12-07,2024-12-25,tech28,2024-12-07 07:17:11
779,TCKT-10779,High,Resolved,Network,Account locked,Issue details for ticket 779,2025-01-13,2025-01-31,tech32,2025-01-13 07:17:11
780,TCKT-10780,High,In Progress,Hardware,System slow,Issue details for ticket 780,2025-01-05,2025-01-24,tech32,2025-01-05 07:17:11
781,TCKT-10781,High,Open,Software,WiFi down,Issue details for ticket 781,2025-03-29,,tech2,2025-03-29 07:17:11
782,TCKT-10782,High,Closed,Security,Email not syncing,Issue details for ticket 782,2025-06-01,2025-06-04,tech26,2025-06-01 07:17:11
783,TCKT-10783,High,Resolved,Network,Account locked,Issue details for ticket 783,2025-05-24,,tech39,2025-05-24 07:17:11
784,TCKT-10784,Medium,In Progress,Access,Email not syncing,Issue details for ticket 784,2024-12-27,2024-12-30,tech20,2024-12-27 07:17:11
785,TCKT-10785,Medium,Resolved,Access,WiFi down,Issue details for ticket 785,2025-10-30,2025-10-31,tech9,2025-10-30 07:17:11
786,TCKT-10786,High,Closed,Software,Email not syncing,Issue details for ticket 786,2024-12-30,2025-01-15,tech17,2024-12-30 07:17:11
787,TCKT-10787,Low,Closed,Access,Application crash,Issue details for ticket 787,2025-09-20,2025-09-28,tech17,2025-09-20 07:17:11
788,TCKT-10788,Urgent,Resolved,Software,System slow,Issue details for ticket 788,2025-02-16,2025-02-18,tech16,2025-02-16 07:17:11
789,TCKT-10789,Medium,Open,Software,Email not syncing,Issue details for ticket 789,2025-01-09,2025-01-20,tech31,2025-01-09 07:17:11
790,TCKT-10790,High,Open,Access,WiFi down,Issue details for ticket 790,2025-06-30,2025-07-19,tech16,2025-06-30 07:17:11
791,TCKT-10791,Low,Closed,Access,System slow,Issue details for ticket 791,2025-02-04,2025-02-07,tech1,2025-02-04 07:17:11
792,TCKT-10792,Low,Closed,Access,Password reset,Issue details for ticket 792,2025-04-04,,tech19,2025-04-04 07:17:11
793,TCKT-10793,Medium,In Progress,Security,Account locked,Issue details for ticket 793,2025-10-19,2025-10-28,tech12,2025-10-19 07:17:11
794,TCKT-10794,High,In Progress,Software,Application crash,Issue details for ticket 794,2025-04-09,2025-04-11,tech14,2025-04-09 07:17:11
795,TCKT-10795,Urgent,Resolved,Hardware,VPN issue,Issue details for ticket 795,2025-02-07,2025-02-26,tech28,2025-02-07 07:17:11
796,TCKT-10796,Low,In Progress,Software,Password reset,Issue details for ticket 796,2025-11-28,2025-12-14,tech14,2025-11-28 07:17:11
797,TCKT-10797,Urgent,Resolved,Software,Laptop not starting,Issue details for ticket 797,2025-09-16,2025-09-21,tech31,2025-09-16 07:17:11
798,TCKT-10798,Urgent,Resolved,Access,Application crash,Issue details for ticket 798,2025-06-26,2025-06-30,tech6,2025-06-26 07:17:11
799,TCKT-10799,Urgent,In Progress,Software,System slow,Issue details for ticket 799,2025-10-20,2025-10-24,tech9,2025-10-20 07:17:11
800,TCKT-10800,Urgent,Resolved,Network,WiFi down,Issue details for ticket 800,2025-10-30,,tech40,2025-10-30 07:17:11
801,TCKT-10801,Urgent,In Progress,Access,Application crash,Issue details for ticket 801,2025-03-10,2025-03-24,tech24,2025-03-10 07:17:11
802,TCKT-10802,Urgent,Resolved,Hardware,System slow,Issue details for ticket 802,2025-11-28,,tech32,2025-11-28 07:17:11
803,TCKT-10803,High,Open,Network,WiFi down,Issue details for ticket 803,2025-07-28,2025-08-14,tech32,2025-07-28 07:17:11
804,TCKT-10804,Urgent,Closed,Access,VPN issue,Issue details for ticket 804,2025-01-20,,tech11,2025-01-20 07:17:11
805,TCKT-10805,Low,In Progress,Network,VPN issue,Issue details for ticket 805,2025-03-19,,tech40,2025-03-19 07:17:11
806,TCKT-10806,Low,Resolved,Hardware,Account locked,Issue details for ticket 806,2025-06-07,2025-06-11,tech37,2025-06-07 07:17:11
807,TCKT-10807,Medium,Resolved,Security,System slow,Issue details for ticket 807,2025-02-10,,tech3,2025-02-10 07:17:11
808,TCKT-10808,Low,Open,Software,Application crash,Issue details for ticket 808,2025-06-27,2025-07-01,tech34,2025-06-27 07:17:11
809,TCKT-10809,Urgent,Resolved,Hardware,Account locked,Issue details for ticket 809,2025-07-05,2025-07-06,tech8,2025-07-05 07:17:11
810,TCKT-10810,Urgent,Closed,Access,Email not syncing,Issue details for ticket 810,2025-08-12,2025-08-25,tech28,2025-08-12 07:17:11
811,TCKT-10811,Medium,Closed,Access,Password reset,Issue details for ticket 811,2025-08-05,2025-08-11,tech34,2025-08-05 07:17:11
812,TCKT-10812,High,Open,Security,WiFi down,Issue details for ticket 812,2025-08-07,,tech5,2025-08-07 07:17:11
813,TCKT-10813,Medium,In Progress,Security,Laptop not starting,Issue details for ticket 813,2025-03-11,,tech28,2025-03-11 07:17:11
814,TCKT-10814,Low,Closed,Software,Application crash,Issue details for ticket 814,2025-09-13,2025-09-20,tech15,2025-09-13 07:17:11
815,TCKT-10815,High,Open,Software,Email not syncing,Issue details for ticket 815,2025-09-30,2025-10-18,tech14,2025-09-30 07:17:11
816,TCKT-10816,High,Closed,Software,System slow,Issue details for ticket 816,2025-01-03,2025-01-10,tech21,2025-01-03 07:17:11
817,TCKT-10817,Urgent,Open,Security,Application crash,Issue details for ticket 817,2025-06-28,,tech39,2025-06-28 07:17:11
818,TCKT-10818,Medium,Resolved,Software,Email not syncing,Issue details for ticket 818,2025-08-25,,tech27,2025-08-25 07:17:11
819,TCKT-10819,Urgent,Resolved,Network,Application crash,Issue details for ticket 819,2025-03-22,,tech6,2025-03-22 07:17:11
820,TCKT-10820,Urgent,Open,Hardware,Email not syncing,Issue details for ticket 820,2025-11-22,2025-12-04,tech28,2025-11-22 07:17:11
821,TCKT-10821,High,Closed,Software,Application crash,Issue details for ticket 821,2025-01-08,2025-01-27,tech21,2025-01-08 07:17:11
822,TCKT-10822,Low,Closed,Access,Password reset,Issue details for ticket 822,2025-09-18,2025-09-21,tech23,2025-09-18 07:17:11
823,TCKT-10823,Low,In Progress,Hardware,Account locked,Issue details for ticket 823,2025-06-10,2025-06-27,tech33,2025-06-10 07:17:11
